datetime,location,direction,latitude,longitude,NO2_mean,avg_temperature
2024-02-02 12:00:00,North City,North,40.71565681775807,-73.95979022670049,36.08,21.67
2024-02-02 13:00:00,West City,West,51.425519754127166,-0.12181998686664477,25.12,23.75
2024-02-02 14:00:00,North City,North,40.76130984133427,-74.0662467800614,31.59,15.43
2024-02-02 15:00:00,East City,East,35.67439097065087,139.56154314560862,41.54,27.7
2024-02-02 16:00:00,West City,West,51.5338508149946,-0.1249522779872551,39.53,30.81
2024-02-02 17:00:00,East City,East,35.720537377763975,139.74370942823964,16.06,14.04
2024-02-02 18:00:00,East City,East,35.67332845352255,139.76405177299605,26.74,12.73
2024-02-02 19:00:00,East City,East,35.69176113545,139.69425989509406,41.81,13.61
2024-02-02 20:00:00,West City,West,51.54123239696496,-0.05557562555267495,53.07,16.75
2024-02-02 21:00:00,West City,West,51.47969723532936,-0.047842165773569284,24.03,25.55
2024-02-02 22:00:00,East City,East,35.661969073669894,139.79558385664598,33.92,1.97
2024-02-02 23:00:00,South City,South,34.00391675982384,-118.16224168175496,35.03,0.55
2024-02-03 00:00:00,South City,South,34.03997778350378,-118.29376792496153,12.7,31.18
2024-02-03 01:00:00,South City,South,33.92084673215959,-118.26977005459094,43.68,9.82
2024-02-03 02:00:00,South City,South,34.089365606477145,-118.30477475315334,28.22,21.64
2024-02-03 03:00:00,East City,East,35.72344734938812,139.65107988255312,50.96,29.16
2024-02-03 04:00:00,West City,West,51.50973857154204,-0.13315764405177682,28.17,6.31
2024-02-03 05:00:00,East City,East,35.722347355616215,139.7331033038186,36.15,30.45
2024-02-03 06:00:00,West City,West,51.536867468868905,-0.14086813911634333,28.29,10.56
2024-02-03 07:00:00,West City,West,51.41539611277471,-0.12941403055247352,33.47,35.58
2024-02-03 08:00:00,South City,South,34.018621894970785,-118.2380525983779,27.29,13.72
2024-02-03 09:00:00,East City,East,35.71847094914495,139.5661582499299,38.53,32.84
2024-02-03 10:00:00,South City,South,33.999403709324454,-118.24446463304808,16.56,23.95
2024-02-03 11:00:00,South City,South,34.03732588995631,-118.17810081307131,32.24,24.33
2024-02-03 12:00:00,West City,West,51.46019021778117,-0.15209313442021521,19.69,11.97
2024-02-03 13:00:00,West City,West,51.53352809604376,-0.2195404014817278,23.71,12.76
2024-02-03 14:00:00,South City,South,34.03276417545314,-118.22373006253608,23.11,19.0
2024-02-03 15:00:00,East City,East,35.65471525614015,139.64579365082918,30.71,8.95
2024-02-03 16:00:00,West City,West,51.55732114115611,-0.14325769056782567,42.32,6.52
2024-02-03 17:00:00,North City,North,40.80796463438636,-73.96829620334209,28.93,25.0
2024-02-03 18:00:00,South City,South,34.06958326232037,-118.2897752698012,21.66,22.72
2024-02-03 19:00:00,East City,East,35.648303225651404,139.65574452742754,33.36,16.41
2024-02-03 20:00:00,North City,North,40.813401706548035,-73.99919135584676,11.87,10.59
2024-02-03 21:00:00,West City,West,51.557618831738154,-0.16282684140047693,35.6,19.31
2024-02-03 22:00:00,East City,East,35.669419614467145,139.6839730502885,28.28,16.8
2024-02-03 23:00:00,North City,North,40.64415702742595,-73.98842600498239,41.95,24.26
2024-02-04 00:00:00,South City,South,34.01985274143752,-118.29452804395062,20.06,15.38
2024-02-04 01:00:00,North City,North,40.67113525208788,-74.03791384828486,24.99,8.07
2024-02-04 02:00:00,West City,West,51.47600087067587,-0.07524081099250468,34.65,21.12
2024-02-04 03:00:00,East City,East,35.68331336599501,139.71459028049628,26.61,20.59
2024-02-04 04:00:00,East City,East,35.72959154912725,139.66185058045122,31.54,18.77
2024-02-04 05:00:00,South City,South,34.03333289615261,-118.20783582094207,39.9,13.89
2024-02-04 06:00:00,North City,North,40.734637177039176,-74.01799991088232,33.13,20.85
2024-02-04 07:00:00,South City,South,34.052558923345394,-118.34802388291855,31.49,20.55
2024-02-04 08:00:00,West City,West,51.48778394987436,-0.13651981591723988,22.47,12.48
2024-02-04 09:00:00,East City,East,35.7496523926103,139.73047118665446,28.71,20.38
2024-02-04 10:00:00,West City,West,51.53896086002476,-0.09832374769116609,26.07,22.84
2024-02-04 11:00:00,North City,North,40.65564903439631,-73.96499209066222,40.29,24.11
2024-02-04 12:00:00,East City,East,35.686422333103245,139.68959051497697,15.97,25.04
2024-02-04 13:00:00,East City,East,35.62226754862653,139.70228001902942,33.39,15.66
2024-02-04 14:00:00,West City,West,51.580064115312624,-0.13345317320135153,12.61,22.93
2024-02-04 15:00:00,West City,West,51.56830973558771,-0.07493158473108874,35.33,23.88
2024-02-04 16:00:00,East City,East,35.705201581217686,139.64112889643144,25.67,12.46
2024-02-04 17:00:00,South City,South,33.98292858659428,-118.20403572974175,30.73,19.31
2024-02-04 18:00:00,East City,East,35.68507104845902,139.6982446743972,39.59,20.39
2024-02-04 19:00:00,South City,South,34.06625046251409,-118.35032978130775,15.64,8.79
2024-02-04 20:00:00,South City,South,34.041225972339284,-118.29301633819625,24.89,17.71
2024-02-04 21:00:00,South City,South,33.97452861007666,-118.15640643319324,32.15,14.07
2024-02-04 22:00:00,North City,North,40.670675125431664,-73.98584043946198,42.41,15.56
2024-02-04 23:00:00,West City,West,51.40647560678057,-0.12054681270203091,38.58,12.2
2024-02-05 00:00:00,South City,South,34.10788471188418,-118.34095343664319,38.59,14.72
2024-02-05 01:00:00,North City,North,40.73674093741066,-73.97202121574198,15.91,15.14
2024-02-05 02:00:00,East City,East,35.70816620722489,139.7232196236016,38.29,24.3
2024-02-05 03:00:00,East City,East,35.58064674767786,139.70062383319427,20.05,16.73
2024-02-05 04:00:00,East City,East,35.72803193394751,139.65067710752223,38.66,25.01
2024-02-05 05:00:00,West City,West,51.47870349960163,-0.0731381446208895,28.94,14.82
2024-02-05 06:00:00,North City,North,40.728373378163056,-73.98448257790476,39.61,21.98
2024-02-05 07:00:00,South City,South,34.068304115538346,-118.24425460019744,32.77,17.84
2024-02-05 08:00:00,West City,West,51.495388606686376,-0.08199743384408445,39.1,13.03
2024-02-05 09:00:00,South City,South,33.98114234299272,-118.26955685402244,32.88,14.06
2024-02-05 10:00:00,East City,East,35.65562414640581,139.68615065141142,16.61,19.12
2024-02-05 11:00:00,West City,West,51.40362059954607,-0.13210348463954466,11.69,9.4
2024-02-05 12:00:00,South City,South,34.108484640800846,-118.30365686171741,25.44,24.76
2024-02-05 13:00:00,East City,East,35.64493915259791,139.70768163379586,26.15,20.02
2024-02-05 14:00:00,West City,West,51.49825032890966,-0.1829154737120646,47.1,16.82
2024-02-05 15:00:00,South City,South,34.04398323970573,-118.2330953323463,30.08,15.72
2024-02-05 16:00:00,East City,East,35.79632603726451,139.62851458530105,40.56,18.07
2024-02-05 17:00:00,South City,South,34.124493232982104,-118.24288421991571,24.88,11.71
2024-02-05 18:00:00,West City,West,51.49522368054073,-0.17499322952114235,47.48,11.35
2024-02-05 19:00:00,East City,East,35.67035914051935,139.68551355268625,17.36,5.45
2024-02-05 20:00:00,North City,North,40.71439832796351,-73.94138333929159,30.34,31.18
2024-02-05 21:00:00,South City,South,34.11205932423112,-118.3175033545886,43.15,14.04
2024-02-05 22:00:00,East City,East,35.77264994684971,139.70222733817207,22.16,32.71
2024-02-05 23:00:00,South City,South,34.04207378864676,-118.27011485233315,41.82,21.37
2024-02-06 00:00:00,South City,South,34.10916905074178,-118.2227986910794,35.39,19.52
2024-02-06 01:00:00,South City,South,34.03829403848444,-118.26055940688956,25.57,26.27
2024-02-06 02:00:00,East City,East,35.696410856555225,139.72628605403537,37.84,31.45
2024-02-06 03:00:00,West City,West,51.49990296404604,-0.1994575907262356,40.91,14.76
2024-02-06 04:00:00,South City,South,33.92318141720175,-118.21802254874903,7.02,14.37
2024-02-06 05:00:00,North City,North,40.71994046962213,-74.03488752540771,18.9,26.03
2024-02-06 06:00:00,East City,East,35.612495701249415,139.70431589528653,15.71,19.55
2024-02-06 07:00:00,North City,North,40.694207105886065,-74.04242308108402,29.93,16.49
2024-02-06 08:00:00,North City,North,40.795253314360025,-73.97467547992447,31.73,11.31
2024-02-06 09:00:00,North City,North,40.79006285848774,-73.88528913438806,40.03,18.85
2024-02-06 10:00:00,South City,South,33.98766412401058,-118.22223248822888,20.72,25.48
2024-02-06 11:00:00,South City,South,34.099700791433484,-118.23154976389728,22.61,26.34
2024-02-06 12:00:00,North City,North,40.733215223170895,-74.02152790453393,29.91,4.08
2024-02-06 13:00:00,South City,South,34.06706974267655,-118.24878600127765,28.57,23.51
2024-02-06 14:00:00,South City,South,34.057493119902404,-118.20246663327947,25.65,21.24
2024-02-06 15:00:00,West City,West,51.4674029746649,-0.22320010685616537,36.93,22.08
2024-02-06 16:00:00,East City,East,35.7175007573704,139.59074903874796,34.57,27.19
2024-02-06 17:00:00,West City,West,51.501178633844674,-0.15625136811375967,26.67,25.66
2024-02-06 18:00:00,West City,West,51.62034135609541,-0.16171533662575982,43.43,5.31
2024-02-06 19:00:00,West City,West,51.43663664040379,-0.11687329787945272,35.86,12.84
2024-02-06 20:00:00,East City,East,35.647294169141695,139.67889297029822,25.32,17.89
2024-02-06 21:00:00,West City,West,51.51038839186866,-0.08032385410194956,21.16,-0.12
2024-02-06 22:00:00,North City,North,40.71967381725706,-73.90153286750741,45.33,25.03
2024-02-06 23:00:00,West City,West,51.44843154391837,-0.11918728067944812,39.6,21.24
2024-02-07 00:00:00,East City,East,35.728674316079605,139.71383120946166,29.87,23.06
2024-02-07 01:00:00,South City,South,34.02363128737913,-118.23387182261789,11.4,24.05
2024-02-07 02:00:00,West City,West,51.45625272398832,-0.15669926932118375,33.62,25.59
2024-02-07 03:00:00,West City,West,51.53428149514749,-0.1063906876094712,25.88,24.39
2024-02-07 04:00:00,East City,East,35.73065970513465,139.72585954551826,37.87,14.2
2024-02-07 05:00:00,North City,North,40.744307438821394,-74.09983593653413,18.32,21.64
2024-02-07 06:00:00,West City,West,51.453068741152315,-0.17260575142182927,31.34,19.68
2024-02-07 07:00:00,South City,South,34.021788674627764,-118.22554421861278,30.49,23.38
2024-02-07 08:00:00,South City,South,34.10385374922993,-118.19310764581803,29.22,27.6
2024-02-07 09:00:00,North City,North,40.64907535587505,-73.98702248476938,30.77,18.87
2024-02-07 10:00:00,East City,East,35.662273892065286,139.6174556050878,25.51,17.92
2024-02-07 11:00:00,South City,South,34.07985745781896,-118.27111001490834,32.43,3.43
2024-02-07 12:00:00,West City,West,51.565656186991006,-0.1267059339714341,24.45,27.32
2024-02-07 13:00:00,South City,South,34.07973938675584,-118.25343383311791,34.44,6.09
2024-02-07 14:00:00,West City,West,51.54567246192161,-0.10223733607302128,14.85,12.39
2024-02-07 15:00:00,North City,North,40.79496890779023,-73.98796760542821,9.22,15.76
2024-02-07 16:00:00,West City,West,51.45615969233314,-0.15382524539852943,41.81,9.6
2024-02-07 17:00:00,North City,North,40.67477909000943,-74.01233680178929,29.0,6.83
2024-02-07 18:00:00,North City,North,40.69670037363532,-74.03138615566516,41.93,16.96
2024-02-07 19:00:00,North City,North,40.70884663290678,-74.03495620548179,20.15,19.39
2024-02-07 20:00:00,North City,North,40.791968894076476,-74.07840317143216,25.83,16.18
2024-02-07 21:00:00,East City,East,35.627735975261686,139.63559233810594,46.85,30.91
2024-02-07 22:00:00,North City,North,40.72210066890996,-73.95297038320088,27.12,20.89
2024-02-07 23:00:00,North City,North,40.75591117559435,-74.07681135278963,45.99,23.61
2024-02-08 00:00:00,North City,North,40.67543108856269,-74.03256819334318,20.82,13.48
2024-02-08 01:00:00,West City,West,51.5537433442876,-0.017588551535217975,38.74,17.79
2024-02-08 02:00:00,North City,North,40.66505056760567,-74.00416208867253,19.36,13.14
2024-02-08 03:00:00,East City,East,35.652597145816934,139.7007625581301,28.96,20.75
2024-02-08 04:00:00,North City,North,40.69909112433178,-74.01054640864119,40.67,15.75
2024-02-08 05:00:00,South City,South,34.0686466446962,-118.20168404362076,24.99,27.99
2024-02-08 06:00:00,South City,South,34.09599382309994,-118.26703136937796,20.25,24.55
2024-02-08 07:00:00,West City,West,51.44793837674614,-0.07510071144085619,31.89,20.08
2024-02-08 08:00:00,West City,West,51.540647772886786,-0.17720816738352047,26.17,10.72
2024-02-08 09:00:00,North City,North,40.654136522199806,-74.01123959584474,29.07,16.28
2024-02-08 10:00:00,East City,East,35.68265325056953,139.71127441865653,26.03,21.28
2024-02-08 11:00:00,East City,East,35.75505837489013,139.6804840514561,46.79,4.62
2024-02-08 12:00:00,West City,West,51.592622727519704,-0.1892161197540445,30.06,14.1
2024-02-08 13:00:00,West City,West,51.51575185003632,-0.10693024346330414,28.2,19.13
2024-02-08 14:00:00,South City,South,33.989705625957086,-118.21550684155379,28.41,11.75
2024-02-08 15:00:00,North City,North,40.70619153221778,-74.00238605173078,35.95,13.87
2024-02-08 16:00:00,East City,East,35.68287171613276,139.67307155788117,22.59,13.49
2024-02-08 17:00:00,East City,East,35.74224295346055,139.68235570848097,42.12,14.55
2024-02-08 18:00:00,South City,South,33.987909868296775,-118.20001140019757,32.94,29.66
2024-02-08 19:00:00,South City,South,34.13368210655564,-118.2623337791976,45.59,7.29
2024-02-08 20:00:00,South City,South,34.0126307756959,-118.22672822225945,21.18,8.04
2024-02-08 21:00:00,East City,East,35.773717425806254,139.74170108575464,31.2,13.55
2024-02-08 22:00:00,South City,South,33.975449061866705,-118.216824130849,27.94,15.2
2024-02-08 23:00:00,North City,North,40.70725937198605,-74.02541215267608,40.7,26.9
2024-02-09 00:00:00,West City,West,51.50206621590278,-0.07033703249846826,31.5,4.26
2024-02-09 01:00:00,South City,South,34.04566314666434,-118.18845290388846,43.38,20.58
2024-02-09 02:00:00,West City,West,51.54713696085276,-0.07381593976388118,27.77,4.93
2024-02-09 03:00:00,South City,South,34.056505543412946,-118.28104616425351,29.4,25.89
2024-02-09 04:00:00,West City,West,51.48001850607426,-0.15018987757113347,36.25,20.65
2024-02-09 05:00:00,West City,West,51.56470891303524,-0.13269932233603457,11.38,18.79
2024-02-09 06:00:00,South City,South,34.14369798348771,-118.23809668124109,18.48,20.86
2024-02-09 07:00:00,East City,East,35.665291302437566,139.64338768401234,14.57,16.88
2024-02-09 08:00:00,South City,South,34.048623139396774,-118.27586621978824,10.2,14.49
2024-02-09 09:00:00,South City,South,34.047308459395005,-118.29909708354576,20.28,24.88
2024-02-09 10:00:00,North City,North,40.73855273131762,-74.09321210634697,29.29,23.07
2024-02-09 11:00:00,North City,North,40.77700478969741,-74.12731960352676,33.96,19.84
2024-02-09 12:00:00,South City,South,34.055333802508095,-118.23920719185433,30.65,6.33
2024-02-09 13:00:00,East City,East,35.69004393791011,139.7197533542013,36.77,19.28
2024-02-09 14:00:00,West City,West,51.49741667869313,-0.2131587362765435,39.73,18.83
2024-02-09 15:00:00,East City,East,35.6950267658737,139.66038423619085,20.14,11.21
2024-02-09 16:00:00,North City,North,40.68488957335841,-74.0151037235046,46.9,15.3
2024-02-09 17:00:00,West City,West,51.49941574062558,-0.10629671564123408,24.19,16.19
2024-02-09 18:00:00,North City,North,40.74225619738338,-73.9975720849351,41.38,13.86
2024-02-09 19:00:00,West City,West,51.60023237182809,-0.15188829855467376,30.45,21.91
2024-02-09 20:00:00,North City,North,40.70898051818666,-74.0133759782309,34.19,15.71
2024-02-09 21:00:00,West City,West,51.57173129050517,-0.15829923107592717,31.5,31.52
2024-02-09 22:00:00,East City,East,35.76160028988268,139.6950702943419,29.38,16.76
2024-02-09 23:00:00,North City,North,40.71406054337701,-74.08315591139714,24.1,22.89
2024-02-10 00:00:00,East City,East,35.69221757392735,139.6245286516439,27.03,15.64
2024-02-10 01:00:00,West City,West,51.5602508141474,-0.11786027058305731,30.72,21.3
2024-02-10 02:00:00,South City,South,34.003257608083835,-118.25846973093496,32.16,22.03
2024-02-10 03:00:00,East City,East,35.72747574437431,139.67711206838706,39.98,15.99
2024-02-10 04:00:00,West City,West,51.49051746352034,-0.14532227421181082,37.21,15.7
2024-02-10 05:00:00,East City,East,35.61082751199489,139.6306461267956,39.4,11.7
2024-02-10 06:00:00,North City,North,40.7189070357037,-73.93016288559392,30.85,29.16
2024-02-10 07:00:00,West City,West,51.468445363031165,-0.11763820227069845,41.59,24.81
2024-02-10 08:00:00,East City,East,35.76982736931442,139.64682166574997,29.96,16.26
2024-02-10 09:00:00,South City,South,34.03007885053782,-118.2607587290335,28.61,26.44
2024-02-10 10:00:00,South City,South,34.0791827297627,-118.26127559009497,14.82,17.38
2024-02-10 11:00:00,South City,South,34.03102007091359,-118.31198087020951,20.15,12.45
2024-02-10 12:00:00,South City,South,34.04098089450543,-118.1926449213547,30.04,16.3
2024-02-10 13:00:00,West City,West,51.584046668526774,-0.1261646121865616,18.63,11.75
2024-02-10 14:00:00,West City,West,51.53971170655788,-0.19154957253077676,19.07,21.49
2024-02-10 15:00:00,South City,South,34.11321414482089,-118.29753395637356,29.8,17.25
2024-02-10 16:00:00,South City,South,34.06523139288,-118.22876727758702,19.02,16.82
2024-02-10 17:00:00,West City,West,51.56159604832678,-0.047595437326137996,39.32,25.68
2024-02-10 18:00:00,West City,West,51.59810045905375,-0.21783501588884174,7.31,11.53
2024-02-10 19:00:00,East City,East,35.736559093321,139.70129488679365,9.37,15.78
2024-02-10 20:00:00,West City,West,51.485442036456156,-0.1303709777203421,47.73,20.71
2024-02-10 21:00:00,North City,North,40.71367277326264,-74.07320514080912,10.34,17.42
2024-02-10 22:00:00,North City,North,40.62260166796527,-73.98190211063762,29.23,13.51
2024-02-10 23:00:00,North City,North,40.724151723943244,-74.02220340876045,34.04,23.01
2024-02-11 00:00:00,South City,South,34.02561730876663,-118.24723582378901,32.56,23.57
2024-02-11 01:00:00,West City,West,51.59332035363242,-0.25241715639650325,48.59,24.88
2024-02-11 02:00:00,East City,East,35.637373027625856,139.6465468380452,29.98,25.81
2024-02-11 03:00:00,East City,East,35.57091703195706,139.79380348264638,39.94,22.52
2024-02-11 04:00:00,East City,East,35.708519552694895,139.66258464360345,28.67,23.94
2024-02-11 05:00:00,North City,North,40.741595221846616,-74.01347157430055,25.94,13.68
2024-02-11 06:00:00,South City,South,34.190506995990596,-118.23028625301053,29.53,21.36
2024-02-11 07:00:00,West City,West,51.462366430874376,-0.17601000357116223,38.4,8.5
2024-02-11 08:00:00,West City,West,51.54501624465137,-0.10985551200265736,12.61,10.63
2024-02-11 09:00:00,East City,East,35.66242454997769,139.68811765570942,33.52,11.9
2024-02-11 10:00:00,East City,East,35.683715289694575,139.74868064702866,42.04,20.4
2024-02-11 11:00:00,South City,South,34.065303340454335,-118.34117808588772,32.0,22.26
2024-02-11 12:00:00,North City,North,40.74147364934726,-73.96958820854557,36.4,16.25
2024-02-11 13:00:00,South City,South,34.01412851227872,-118.26242661296936,20.09,24.44
2024-02-11 14:00:00,East City,East,35.74451308016155,139.69080322597125,34.29,12.98
2024-02-11 15:00:00,East City,East,35.74817211383162,139.6780727639319,24.47,22.87
2024-02-11 16:00:00,East City,East,35.62973416009047,139.75346743253763,22.65,3.86
2024-02-11 17:00:00,West City,West,51.53723793231509,-0.22898269890060835,27.87,26.25
2024-02-11 18:00:00,East City,East,35.72154526568969,139.71141982620915,41.08,23.63
2024-02-11 19:00:00,North City,North,40.7761825755594,-73.99156359984951,41.5,20.08
2024-02-11 20:00:00,North City,North,40.631236275221596,-74.02617365299965,12.2,20.39
2024-02-11 21:00:00,West City,West,51.4545301071128,-0.09630095798262327,45.57,21.64
2024-02-11 22:00:00,West City,West,51.56013656674909,-0.16730304362989767,39.84,10.32
2024-02-11 23:00:00,East City,East,35.705659274122915,139.75589084299267,31.07,20.71
2024-02-12 00:00:00,South City,South,34.050547954396336,-118.14065202817687,40.67,21.88
2024-02-12 01:00:00,West City,West,51.51737426497214,-0.13184741031219216,38.99,8.42
2024-02-12 02:00:00,West City,West,51.534941329108804,-0.19192887707785222,36.56,22.83
2024-02-12 03:00:00,North City,North,40.75685733604067,-74.00593371556327,34.21,13.95
2024-02-12 04:00:00,West City,West,51.51599424171256,-0.08187245881031677,21.8,23.9
2024-02-12 05:00:00,South City,South,34.02681333483851,-118.33667066629732,44.67,21.77
2024-02-12 06:00:00,East City,East,35.67867977895201,139.70521031456192,13.35,15.96
2024-02-12 07:00:00,West City,West,51.54028815880751,-0.13127661431211346,36.9,19.86
2024-02-12 08:00:00,West City,West,51.54912463603522,-0.2197266561244869,3.3,30.62
2024-02-12 09:00:00,West City,West,51.45022202701172,-0.10071771560747038,43.59,15.52
2024-02-12 10:00:00,North City,North,40.68133662005373,-74.03071037274216,21.45,18.65
2024-02-12 11:00:00,West City,West,51.56640640868707,-0.07058534657200305,34.96,32.53
2024-02-12 12:00:00,East City,East,35.632103209089536,139.6933800658322,27.39,9.33
2024-02-12 13:00:00,East City,East,35.634955170501364,139.73141505659885,40.9,26.4
2024-02-12 14:00:00,West City,West,51.521624589294724,-0.11178157178536291,20.97,12.86
2024-02-12 15:00:00,West City,West,51.416345696535274,-0.15768338416274286,19.6,31.62
2024-02-12 16:00:00,North City,North,40.744658453535074,-74.07291033277522,28.85,11.62
2024-02-12 17:00:00,West City,West,51.51904356538701,-0.09176139575808914,28.73,16.34
2024-02-12 18:00:00,South City,South,34.084566280573114,-118.19147193621073,16.65,10.37
2024-02-12 19:00:00,West City,West,51.48051771211101,-0.09502980850748814,19.94,20.52
2024-02-12 20:00:00,South City,South,34.1387425772935,-118.28544751841439,38.19,19.11
2024-02-12 21:00:00,West City,West,51.487676365328596,-0.11182036751024976,30.06,24.01
2024-02-12 22:00:00,East City,East,35.69751582143935,139.7781340787907,24.93,16.74
2024-02-12 23:00:00,South City,South,34.01473211552886,-118.25477682987919,38.09,13.91
2024-02-13 00:00:00,South City,South,34.14524935200918,-118.23721580452174,15.4,5.32
2024-02-13 01:00:00,East City,East,35.725776418651904,139.69853359355815,26.61,16.79
2024-02-13 02:00:00,South City,South,34.06014159698644,-118.27491267102855,28.32,4.46
2024-02-13 03:00:00,West City,West,51.47672061973186,-0.11798795296666398,25.4,10.44
2024-02-13 04:00:00,South City,South,34.057098163223806,-118.26060190204551,13.07,22.87
2024-02-13 05:00:00,West City,West,51.55372409375526,-0.11636684859316404,43.75,15.79
2024-02-13 06:00:00,North City,North,40.697719893317846,-74.00194287405223,20.23,23.85
2024-02-13 07:00:00,West City,West,51.541717677750725,-0.1697446337012868,26.55,21.42
2024-02-13 08:00:00,West City,West,51.55438371240139,-0.06565433087999348,38.95,20.0
2024-02-13 09:00:00,East City,East,35.63093919133114,139.80539705193385,24.36,20.91
2024-02-13 10:00:00,West City,West,51.475936360461304,-0.10592794611672067,36.35,12.67
2024-02-13 11:00:00,North City,North,40.73061263943531,-73.94292403737323,21.13,23.4
2024-02-13 12:00:00,West City,West,51.513916337087245,-0.16368076981199886,22.01,4.14
2024-02-13 13:00:00,North City,North,40.68292371491828,-73.90858778374326,36.0,15.23
2024-02-13 14:00:00,East City,East,35.70244563737714,139.7180757507878,27.12,18.91
2024-02-13 15:00:00,North City,North,40.75349904300989,-73.99956912747975,9.83,-1.83
2024-02-13 16:00:00,South City,South,34.016255479241515,-118.23349656488625,45.81,22.75
2024-02-13 17:00:00,South City,South,34.07055479208669,-118.25037988966639,32.82,16.79
2024-02-13 18:00:00,East City,East,35.6844068244951,139.7383873104419,31.83,22.05
2024-02-13 19:00:00,West City,West,51.58149803842182,-0.14196090194726163,32.46,12.38
2024-02-13 20:00:00,East City,East,35.67332453902082,139.68765602135545,29.54,13.48
2024-02-13 21:00:00,East City,East,35.64331965186956,139.7018472025155,17.65,24.7
2024-02-13 22:00:00,East City,East,35.69058460277632,139.6443811006321,34.68,17.86
2024-02-13 23:00:00,North City,North,40.6609466963215,-73.97273155324837,44.71,13.1
2024-02-14 00:00:00,East City,East,35.64950034526525,139.67818858404863,25.93,18.84
2024-02-14 01:00:00,West City,West,51.492695076309715,-0.11425817420830227,17.29,9.27
2024-02-14 02:00:00,East City,East,35.72893924915637,139.70485404008562,42.75,23.54
2024-02-14 03:00:00,South City,South,34.08106817625533,-118.2501329723176,36.66,22.05
2024-02-14 04:00:00,South City,South,34.06409490944011,-118.27264079070594,24.49,18.17
2024-02-14 05:00:00,East City,East,35.71781532693668,139.6639443131836,34.9,21.83
2024-02-14 06:00:00,South City,South,34.07126806406792,-118.2487442687773,32.74,8.99
2024-02-14 07:00:00,East City,East,35.739857860029836,139.71759973881956,37.23,18.78
2024-02-14 08:00:00,North City,North,40.67215604845503,-73.98783573050581,38.56,22.03
2024-02-14 09:00:00,North City,North,40.73313637347306,-74.0540942431103,29.12,29.12
2024-02-14 10:00:00,East City,East,35.651885999774244,139.70144024575802,26.42,21.15
2024-02-14 11:00:00,East City,East,35.62124891022867,139.72677473909624,22.09,18.24
2024-02-14 12:00:00,East City,East,35.72082330458888,139.71178943728938,32.9,11.69
2024-02-14 13:00:00,West City,West,51.4991438538889,-0.16912575856230277,49.99,32.19
2024-02-14 14:00:00,North City,North,40.70778141138614,-74.04623924890983,31.15,19.27
2024-02-14 15:00:00,West City,West,51.43253711774106,-0.06375302116666362,24.65,20.06
2024-02-14 16:00:00,South City,South,34.00602637915791,-118.3016497300262,24.09,20.02
2024-02-14 17:00:00,South City,South,34.04220085507216,-118.2951583455373,32.61,25.16
2024-02-14 18:00:00,West City,West,51.52012902163217,-0.0725180744979444,28.77,10.93
2024-02-14 19:00:00,North City,North,40.59678422008848,-73.96686850868417,36.46,18.14
2024-02-14 20:00:00,East City,East,35.66109718561693,139.74545901984868,24.06,25.76
2024-02-14 21:00:00,North City,North,40.70773375418851,-74.11062666028745,26.61,26.17
2024-02-14 22:00:00,North City,North,40.731935989652854,-74.00370203019406,36.35,34.74
2024-02-14 23:00:00,West City,West,51.49989415243731,-0.1910003083973682,28.85,19.85
2024-02-15 00:00:00,East City,East,35.67087728439754,139.72521743514508,36.65,10.9
2024-02-15 01:00:00,South City,South,34.047239982353425,-118.22487449309148,22.49,3.69
2024-02-15 02:00:00,North City,North,40.760450079638304,-74.0522146229428,29.89,8.5
2024-02-15 03:00:00,North City,North,40.750624417715805,-74.10170300352938,44.27,15.06
2024-02-15 04:00:00,South City,South,34.11843493524865,-118.25148039641564,31.58,23.52
2024-02-15 05:00:00,South City,South,34.00521487008739,-118.18582234041624,26.58,24.07
2024-02-15 06:00:00,East City,East,35.610340633551516,139.69742379798979,20.22,11.57
2024-02-15 07:00:00,South City,South,34.056425257284644,-118.20380027251939,29.37,19.69
2024-02-15 08:00:00,South City,South,34.02511062993083,-118.24642254812105,29.87,24.05
2024-02-15 09:00:00,South City,South,34.054726817139645,-118.16920986842143,26.22,19.02
2024-02-15 10:00:00,East City,East,35.63582804404463,139.72164240037182,32.17,11.37
2024-02-15 11:00:00,North City,North,40.74707948731492,-74.01308242930051,21.94,18.53
2024-02-15 12:00:00,East City,East,35.70864005991507,139.69055906196348,31.11,26.29
2024-02-15 13:00:00,West City,West,51.509761404614906,-0.19172099611785742,32.96,20.75
2024-02-15 14:00:00,South City,South,34.07950641765968,-118.28337482291677,35.19,11.16
2024-02-15 15:00:00,West City,West,51.51393450122322,-0.13487628766834742,38.71,24.64
2024-02-15 16:00:00,West City,West,51.50339487825131,-0.16295605273328098,35.49,20.27
2024-02-15 17:00:00,North City,North,40.71503038622171,-73.94314601157595,24.66,19.06
2024-02-15 18:00:00,South City,South,34.05531936981901,-118.1539445775828,11.55,23.5
2024-02-15 19:00:00,West City,West,51.557089110726515,-0.059104280739427514,23.19,24.77
2024-02-15 20:00:00,South City,South,34.05825234749403,-118.21887091647251,20.45,20.59
2024-02-15 21:00:00,East City,East,35.654834462720544,139.70441707546493,37.5,16.78
2024-02-15 22:00:00,North City,North,40.764586825371474,-74.03905783423271,29.7,23.56
2024-02-15 23:00:00,West City,West,51.42297474059657,-0.18380237112349362,19.36,17.93
